leading_edge_gene	n_pathways	pathways
EIF3B	1	HALLMARK_MYC_TARGETS_V1
EIF4A2	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
EIF4G1	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
EIF4G3	1	HALLMARK_ALLOGRAFT_REJECTION
EIF4H	1	HALLMARK_MYC_TARGETS_V1
EIF5A	1	HALLMARK_ALLOGRAFT_REJECTION
ELF1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
ELF3	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
ELF4	1	HALLMARK_ALLOGRAFT_REJECTION
ELMOD3	1	HALLMARK_ADIPOGENESIS
ENG	1	HALLMARK_TGF_BETA_SIGNALING
ENO3	1	HALLMARK_FATTY_ACID_METABOLISM
EPB42	1	HALLMARK_HEME_METABOLISM
EPHX1	1	HALLMARK_FATTY_ACID_METABOLISM
ERH	1	HALLMARK_MYC_TARGETS_V1
ETFA	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
ETS2	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
EXOSC1	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
EXOSC4	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
EXOSC9	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
F2R	1	HALLMARK_ALLOGRAFT_REJECTION
F2RL2	1	HALLMARK_IL2_STAT5_SIGNALING
FBXO9	1	HALLMARK_HEME_METABOLISM
FCMR	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
FFAR2	1	HALLMARK_INFLAMMATORY_RESPONSE
FGF6	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
FGR	1	HALLMARK_ALLOGRAFT_REJECTION
FHL2	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
FJX1	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
FKBP2	1	HALLMARK_MTORC1_SIGNALING
FLT3LG	1	HALLMARK_IL2_STAT5_SIGNALING
FMO1	1	HALLMARK_FATTY_ACID_METABOLISM
FOSL1	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
FPR1	1	HALLMARK_INFLAMMATORY_RESPONSE
FURIN	1	HALLMARK_IL2_STAT5_SIGNALING
FYB1	1	HALLMARK_ALLOGRAFT_REJECTION
FZD4	1	HALLMARK_ADIPOGENESIS
FZD8	1	HALLMARK_WNT_BETA_CATENIN_SIGNALING
G0S2	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
GABARAPL1	1	HALLMARK_IL2_STAT5_SIGNALING
GALNT1	1	HALLMARK_ALLOGRAFT_REJECTION
GBE1	1	HALLMARK_MTORC1_SIGNALING
GCDH	1	HALLMARK_FATTY_ACID_METABOLISM
GLA	1	HALLMARK_MTORC1_SIGNALING
GLO1	1	HALLMARK_MYC_TARGETS_V1
GLRX	1	HALLMARK_MTORC1_SIGNALING
GLUD1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
GLUL	1	HALLMARK_FATTY_ACID_METABOLISM
GNA14	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
GNL3	1	HALLMARK_MYC_TARGETS_V1
GOT2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
GPAM	1	HALLMARK_ADIPOGENESIS
GPI	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
GPR65	1	HALLMARK_ALLOGRAFT_REJECTION
GRB2	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
GRK2	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
GSK3B	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
GSR	1	HALLMARK_MTORC1_SIGNALING
GZMB	1	HALLMARK_ALLOGRAFT_REJECTION
H1-0	1	HALLMARK_HEME_METABOLISM
H2AX	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
HADHA	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
HAGH	1	HALLMARK_HEME_METABOLISM
HBB	1	HALLMARK_HEME_METABOLISM
HBD	1	HALLMARK_HEME_METABOLISM
HDAC5	1	HALLMARK_WNT_BETA_CATENIN_SIGNALING
HEY1	1	HALLMARK_WNT_BETA_CATENIN_SIGNALING
HEY2	1	HALLMARK_WNT_BETA_CATENIN_SIGNALING
HLA-A	1	HALLMARK_ALLOGRAFT_REJECTION
HMGCL	1	HALLMARK_FATTY_ACID_METABOLISM
HNRNPA1	1	HALLMARK_MYC_TARGETS_V1
HRAS	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
HRH1	1	HALLMARK_INFLAMMATORY_RESPONSE
HSD17B11	1	HALLMARK_FATTY_ACID_METABOLISM
HSD17B4	1	HALLMARK_FATTY_ACID_METABOLISM
HSDL2	1	HALLMARK_FATTY_ACID_METABOLISM
HSP90AA1	1	HALLMARK_FATTY_ACID_METABOLISM
HSPA4	1	HALLMARK_MTORC1_SIGNALING
HSPA9	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
HSPB8	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
HTATIP2	1	HALLMARK_HEME_METABOLISM
IFITM3	1	HALLMARK_IL2_STAT5_SIGNALING
IFNAR2	1	HALLMARK_ALLOGRAFT_REJECTION
IL10RB	1	HALLMARK_IL6_JAK_STAT3_SIGNALING
IL12A	1	HALLMARK_ALLOGRAFT_REJECTION
IL13RA1	1	HALLMARK_IL6_JAK_STAT3_SIGNALING
IL1RL1	1	HALLMARK_IL2_STAT5_SIGNALING
IL27RA	1	HALLMARK_ALLOGRAFT_REJECTION
IL6	1	HALLMARK_ALLOGRAFT_REJECTION
ILF2	1	HALLMARK_MYC_TARGETS_V1
IMP3	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
IMPDH2	1	HALLMARK_MYC_TARGETS_V1
INHBE	1	HALLMARK_IL6_JAK_STAT3_SIGNALING
INMT	1	HALLMARK_FATTY_ACID_METABOLISM
ISCU	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
ITGAE	1	HALLMARK_IL2_STAT5_SIGNALING
ITGAL	1	HALLMARK_ALLOGRAFT_REJECTION
ITK	1	HALLMARK_ALLOGRAFT_REJECTION
ITPK1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
ITSN1	1	HALLMARK_ADIPOGENESIS
JAK2	1	HALLMARK_ALLOGRAFT_REJECTION
KARS1	1	HALLMARK_MYC_TARGETS_V1
KCNA3	1	HALLMARK_INFLAMMATORY_RESPONSE
KIF5B	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
KLRD1	1	HALLMARK_ALLOGRAFT_REJECTION
KPNA2	1	HALLMARK_MYC_TARGETS_V1
KRT1	1	HALLMARK_ALLOGRAFT_REJECTION
LDHB	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
LEF1	1	HALLMARK_WNT_BETA_CATENIN_SIGNALING
LEFTY2	1	HALLMARK_TGF_BETA_SIGNALING
LIF	1	HALLMARK_ALLOGRAFT_REJECTION
LIFR	1	HALLMARK_ADIPOGENESIS
LITAF	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
LMO2	1	HALLMARK_HEME_METABOLISM
LPL	1	HALLMARK_ADIPOGENESIS
LRPPRC	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
LSM2	1	HALLMARK_MYC_TARGETS_V1
LTBP2	1	HALLMARK_TGF_BETA_SIGNALING
LTC4S	1	HALLMARK_FATTY_ACID_METABOLISM
LY6E	1	HALLMARK_INFLAMMATORY_RESPONSE
MAPK1	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
MAPKAP1	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
MAPKAPK2	1	HALLMARK_IL2_STAT5_SIGNALING
MARCHF2	1	HALLMARK_HEME_METABOLISM
MARCHF8	1	HALLMARK_HEME_METABOLISM
MARK3	1	HALLMARK_HEME_METABOLISM
MCCC1	1	HALLMARK_ADIPOGENESIS
MCEE	1	HALLMARK_FATTY_ACID_METABOLISM
MCM6	1	HALLMARK_MYC_TARGETS_V1
ME1	1	HALLMARK_MTORC1_SIGNALING
MEFV	1	HALLMARK_INFLAMMATORY_RESPONSE
MFN2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
MGST3	1	HALLMARK_HEME_METABOLISM
MIGA2	1	HALLMARK_ADIPOGENESIS
MINDY1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
MKRN1	1	HALLMARK_HEME_METABOLISM
MLYCD	1	HALLMARK_FATTY_ACID_METABOLISM
MMP9	1	HALLMARK_ALLOGRAFT_REJECTION
MPC1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
MRPL23	1	HALLMARK_MYC_TARGETS_V1
MRPS22	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
MRPS30	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
MTARC2	1	HALLMARK_ADIPOGENESIS
MTHFD2L	1	HALLMARK_MTORC1_SIGNALING
MTRF1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
MTRR	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
MTX2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
MXI1	1	HALLMARK_HEME_METABOLISM
MYBL1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
MYLK	1	HALLMARK_ADIPOGENESIS
NABP1	1	HALLMARK_ADIPOGENESIS
NAP1L1	1	HALLMARK_MYC_TARGETS_V1
NARF	1	HALLMARK_HEME_METABOLISM
NCF4	1	HALLMARK_ALLOGRAFT_REJECTION
NDUFA1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFA3	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFA6	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFA8	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFA9	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFB1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFB2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFB3	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFB5	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFB8	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFS1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFS2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFS4	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFS7	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFS8	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFV1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NDUFV2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NFE2	1	HALLMARK_HEME_METABOLISM
NFE2L2	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
NFKBIE	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
NFKBIZ	1	HALLMARK_IL2_STAT5_SIGNALING
NGF	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
NMT1	1	HALLMARK_MTORC1_SIGNALING
NNT	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
NOD2	1	HALLMARK_INFLAMMATORY_RESPONSE
NR4A1	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
NR4A3	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
NUPR1	1	HALLMARK_MTORC1_SIGNALING
NXT1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
OGDH	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
OLFM1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
OSM	1	HALLMARK_INFLAMMATORY_RESPONSE
OSTC	1	HALLMARK_FATTY_ACID_METABOLISM
PDAP1	1	HALLMARK_MTORC1_SIGNALING
PDCD2L	1	HALLMARK_IL2_STAT5_SIGNALING
PDCD4	1	HALLMARK_ADIPOGENESIS
PDK4	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
PDLIM3	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
PDPN	1	HALLMARK_INFLAMMATORY_RESPONSE
PDZK1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
PDZK1IP1	1	HALLMARK_HEME_METABOLISM
PER1	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
PFKL	1	HALLMARK_ADIPOGENESIS
PFN1	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
PGLS	1	HALLMARK_HEME_METABOLISM
PIGQ	1	HALLMARK_HEME_METABOLISM
PIK3R5	1	HALLMARK_INFLAMMATORY_RESPONSE
PLAUR	1	HALLMARK_INFLAMMATORY_RESPONSE
PLPP1	1	HALLMARK_IL2_STAT5_SIGNALING
PNO1	1	HALLMARK_MTORC1_SIGNALING
POLD2	1	HALLMARK_MYC_TARGETS_V1
POLE3	1	HALLMARK_MYC_TARGETS_V1
POP4	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
POU2F1	1	HALLMARK_IL2_STAT5_SIGNALING
PPARA	1	HALLMARK_FATTY_ACID_METABOLISM
PPM1G	1	HALLMARK_MYC_TARGETS_V1
PPP2R5B	1	HALLMARK_HEME_METABOLISM
PRAF2	1	HALLMARK_IL2_STAT5_SIGNALING
PRDX1	1	HALLMARK_MTORC1_SIGNALING
PRDX4	1	HALLMARK_MYC_TARGETS_V1
PRDX6	1	HALLMARK_FATTY_ACID_METABOLISM
PRF1	1	HALLMARK_ALLOGRAFT_REJECTION
PROK2	1	HALLMARK_INFLAMMATORY_RESPONSE
PSMA1	1	HALLMARK_MYC_TARGETS_V1
PSMA2	1	HALLMARK_MYC_TARGETS_V1
PSMB2	1	HALLMARK_MYC_TARGETS_V1
PSMB3	1	HALLMARK_MYC_TARGETS_V1
PSMB5	1	HALLMARK_MTORC1_SIGNALING
PSMD13	1	HALLMARK_MTORC1_SIGNALING
PSMD3	1	HALLMARK_MYC_TARGETS_V1
PSMD7	1	HALLMARK_MYC_TARGETS_V1
PSMD8	1	HALLMARK_MYC_TARGETS_V1
PSMD9	1	HALLMARK_HEME_METABOLISM
PSME3	1	HALLMARK_MTORC1_SIGNALING
PSMG1	1	HALLMARK_MTORC1_SIGNALING
PTCD3	1	HALLMARK_ADIPOGENESIS
PTGIR	1	HALLMARK_INFLAMMATORY_RESPONSE
PTPN1	1	HALLMARK_IL6_JAK_STAT3_SIGNALING
PTPN6	1	HALLMARK_ALLOGRAFT_REJECTION
PTPRC	1	HALLMARK_ALLOGRAFT_REJECTION
PTPRG	1	HALLMARK_FATTY_ACID_METABOLISM
PVR	1	HALLMARK_INFLAMMATORY_RESPONSE
RAB17	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
RAC1	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
RAD23A	1	HALLMARK_HEME_METABOLISM
RAD23B	1	HALLMARK_MYC_TARGETS_V1
RAN	1	HALLMARK_MYC_TARGETS_V1
RARA	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
RCAN1	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
RELB	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
RHOA	1	HALLMARK_TGF_BETA_SIGNALING
RHOG	1	HALLMARK_INFLAMMATORY_RESPONSE
RHOH	1	HALLMARK_IL2_STAT5_SIGNALING
RHOT1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
RHOT2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
RIOK3	1	HALLMARK_HEME_METABOLISM
RNF19A	1	HALLMARK_HEME_METABOLISM
RNF19B	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
RNH1	1	HALLMARK_IL2_STAT5_SIGNALING
RNPS1	1	HALLMARK_MYC_TARGETS_V1
RPLP0	1	HALLMARK_MYC_TARGETS_V1
RPN1	1	HALLMARK_MTORC1_SIGNALING
RPS10	1	HALLMARK_MYC_TARGETS_V1
RPS19	1	HALLMARK_ALLOGRAFT_REJECTION
RPS9	1	HALLMARK_ALLOGRAFT_REJECTION
RRP12	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
RUVBL2	1	HALLMARK_MYC_TARGETS_V1
SCARB1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
SCNN1A	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
SCP2	1	HALLMARK_ADIPOGENESIS
SDC4	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
SDF2L1	1	HALLMARK_MTORC1_SIGNALING
SDHB	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
SEC14L1	1	HALLMARK_HEME_METABOLISM
SELE	1	HALLMARK_INFLAMMATORY_RESPONSE
SELENOS	1	HALLMARK_INFLAMMATORY_RESPONSE
SEMA4D	1	HALLMARK_INFLAMMATORY_RESPONSE
SET	1	HALLMARK_MYC_TARGETS_V1
SIAH2	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
SIT1	1	HALLMARK_ALLOGRAFT_REJECTION
SKIL	1	HALLMARK_TGF_BETA_SIGNALING
SLC10A3	1	HALLMARK_HEME_METABOLISM
SLC1A1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
SLC1A4	1	HALLMARK_MTORC1_SIGNALING
SLC25A11	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
SLC25A12	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
SLC25A3	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
SLC25A37	1	HALLMARK_HEME_METABOLISM
SLC25A4	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
SLC25A6	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
SLC26A2	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
SLC27A1	1	HALLMARK_ADIPOGENESIS
SLC2A1	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
SLC31A1	1	HALLMARK_INFLAMMATORY_RESPONSE
SLC37A1	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
SLC4A1	1	HALLMARK_HEME_METABOLISM
SLC66A2	1	HALLMARK_HEME_METABOLISM
SLC7A1	1	HALLMARK_INFLAMMATORY_RESPONSE
SMAD1	1	HALLMARK_TGF_BETA_SIGNALING
SMAD7	1	HALLMARK_TGF_BETA_SIGNALING
SMARCC1	1	HALLMARK_MYC_TARGETS_V1
SMOX	1	HALLMARK_HEME_METABOLISM
SMURF1	1	HALLMARK_TGF_BETA_SIGNALING
SNCA	1	HALLMARK_HEME_METABOLISM
SNN	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
SNRPA	1	HALLMARK_MYC_TARGETS_V1
SNRPA1	1	HALLMARK_MYC_TARGETS_V1
SNRPB2	1	HALLMARK_MYC_TARGETS_V1
SNRPD1	1	HALLMARK_MYC_TARGETS_V1
SNRPD2	1	HALLMARK_MYC_TARGETS_V1
SOWAHC	1	HALLMARK_ADIPOGENESIS
SPARCL1	1	HALLMARK_ADIPOGENESIS
SPCS1	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
SPI1	1	HALLMARK_ALLOGRAFT_REJECTION
SPRED2	1	HALLMARK_IL2_STAT5_SIGNALING
SRGN	1	HALLMARK_ALLOGRAFT_REJECTION
SRM	1	HALLMARK_MYC_TARGETS_V1
SRPRA	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
SRSF7	1	HALLMARK_MYC_TARGETS_V1
STC1	1	HALLMARK_MTORC1_SIGNALING
STIP1	1	HALLMARK_MTORC1_SIGNALING
SUCLG2	1	HALLMARK_FATTY_ACID_METABOLISM
SUPV3L1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
SYNGR2	1	HALLMARK_IL2_STAT5_SIGNALING
TANK	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
TBC1D30	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
TCF7	1	HALLMARK_WNT_BETA_CATENIN_SIGNALING
TES	1	HALLMARK_MTORC1_SIGNALING
TGFB2	1	HALLMARK_ALLOGRAFT_REJECTION
THEM4	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
TIMM17A	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
TIMM50	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
TLR6	1	HALLMARK_ALLOGRAFT_REJECTION
TM7SF2	1	HALLMARK_MTORC1_SIGNALING
TMEM97	1	HALLMARK_MTORC1_SIGNALING
TMEM9B	1	HALLMARK_HEME_METABOLISM
TNFAIP3	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
TNFRSF12A	1	HALLMARK_IL6_JAK_STAT3_SIGNALING
TNIP2	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
TOMM40	1	HALLMARK_MTORC1_SIGNALING
TOMM70	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
TRIM28	1	HALLMARK_MYC_TARGETS_V1
TRIM58	1	HALLMARK_HEME_METABOLISM
TRIP10	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
TSKU	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
TSPAN5	1	HALLMARK_HEME_METABOLISM
TTC39A	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
TUBA4A	1	HALLMARK_MTORC1_SIGNALING
TUBG1	1	HALLMARK_MTORC1_SIGNALING
TXNL4A	1	HALLMARK_MYC_TARGETS_V1
TXNRD1	1	HALLMARK_MTORC1_SIGNALING
UBA2	1	HALLMARK_MYC_TARGETS_V1
UBC	1	HALLMARK_ADIPOGENESIS
UCK2	1	HALLMARK_IL2_STAT5_SIGNALING
UGCG	1	HALLMARK_ESTROGEN_RESPONSE_EARLY
UGDH	1	HALLMARK_FATTY_ACID_METABOLISM
UQCR10	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCR11	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCRB	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCRC1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCRC2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCRFS1	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCRH	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
UQCRQ	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
USO1	1	HALLMARK_MTORC1_SIGNALING
VAV3	1	HALLMARK_PI3K_AKT_MTOR_SIGNALING
VDAC2	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
VDAC3	1	HALLMARK_OXIDATIVE_PHOSPHORYLATION
WAS	1	HALLMARK_ALLOGRAFT_REJECTION
XRCC6	1	HALLMARK_MYC_TARGETS_V1
YIF1A	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
YKT6	1	HALLMARK_MTORC1_SIGNALING
YRDC	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
YWHAQ	1	HALLMARK_MYC_TARGETS_V1
YWHAZ	1	HALLMARK_UNFOLDED_PROTEIN_RESPONSE
ZAP70	1	HALLMARK_ALLOGRAFT_REJECTION
ZC3H12A	1	HALLMARK_TNFA_SIGNALING_VIA_NFKB
