leading_edge_gene	n_pathways	pathways
RPLP1	4	REACTOME_INFECTIOUS_DISEASE,REACTOME_METABOLISM_OF_RNA,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
RPN2	4	REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,WP_PROTEASOME_DEGRADATION,BIOCARTA_PROTEASOME_PATHWAY
RPS15	4	REACTOME_INFECTIOUS_DISEASE,REACTOME_METABOLISM_OF_RNA,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
RPS16	4	REACTOME_INFECTIOUS_DISEASE,REACTOME_METABOLISM_OF_RNA,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
RPS23	4	REACTOME_INFECTIOUS_DISEASE,REACTOME_METABOLISM_OF_RNA,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
RPS26	4	REACTOME_INFECTIOUS_DISEASE,REACTOME_METABOLISM_OF_RNA,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
SLC25A4	4	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,KEGG_PARKINSONS_DISEASE,KEGG_HUNTINGTONS_DISEASE
SLC25A6	4	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,KEGG_PARKINSONS_DISEASE,KEGG_HUNTINGTONS_DISEASE
SLC2A3	4	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_MTORC1_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM
SLC7A5	4	HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_MTORC1_SIGNALING,REACTOME_HEMOSTASIS
STUB1	4	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_PROGRAMMED_CELL_DEATH
SUCLG2	4	HALLMARK_FATTY_ACID_METABOLISM,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_CITRATE_CYCLE_TCA_CYCLE,KEGG_PROPANOATE_METABOLISM
TBL1XR1	4	REACTOME_INFECTIOUS_DISEASE,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_SIGNALING_BY_NOTCH,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
TCF7	4	HALLMARK_WNT_BETA_CATENIN_SIGNALING,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
TNFRSF10B	4	REACTOME_HEMOSTASIS,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,REACTOME_PROGRAMMED_CELL_DEATH,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
TNFRSF12A	4	HALLMARK_IL6_JAK_STAT3_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY
TNFSF9	4	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_INFLAMMATORY_RESPONSE,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
TNIP2	4	HALLMARK_TNFA_SIGNALING_VIA_NFKB,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
TRAF3	4	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY
UBE2M	4	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
UBE2S	4	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
XBP1	4	HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_MTORC1_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING
ABAT	3	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,KEGG_PROPANOATE_METABOLISM,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM
ACACA	3	HALLMARK_MTORC1_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,WP_VEGFAVEGFR2_SIGNALING_PATHWAY
ACTR1A	3	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
ACVR1B	3	HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_IL6_JAK_STAT3_SIGNALING,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
AHCYL1	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE
ALDH2	3	HALLMARK_ADIPOGENESIS,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,KEGG_PROPANOATE_METABOLISM
APH1A	3	REACTOME_SIGNALING_BY_NOTCH,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,PID_P75_NTR_PATHWAY
ATF1	3	HALLMARK_PI3K_AKT_MTOR_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
ATF4	3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
ATP2B1	3	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_INFLAMMATORY_RESPONSE,REACTOME_HEMOSTASIS
ATP6V0B	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
ATP6V0C	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
ATP6V0E1	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
ATP6V0E2	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
ATP6V1E2	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
ATP6V1G1	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION
BMPR1A	3	HALLMARK_TGF_BETA_SIGNALING,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,WP_BONE_MORPHOGENIC_PROTEIN_BMP_SIGNALLING_AND_REGULATION
BRAF	3	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,PID_CD8_TCR_DOWNSTREAM_PATHWAY
CALU	3	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_HEMOSTASIS
CBX4	3	REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS
CCNE1	3	HALLMARK_IL2_STAT5_SIGNALING,WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
CCR1	3	HALLMARK_ALLOGRAFT_REJECTION,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,KEGG_CHEMOKINE_SIGNALING_PATHWAY
CCR7	3	HALLMARK_INFLAMMATORY_RESPONSE,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,KEGG_CHEMOKINE_SIGNALING_PATHWAY
CD3D	3	HALLMARK_ALLOGRAFT_REJECTION,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,PID_CD8_TCR_DOWNSTREAM_PATHWAY
CD8A	3	HALLMARK_ALLOGRAFT_REJECTION,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,PID_CD8_TCR_DOWNSTREAM_PATHWAY
CDC26	3	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
CHAC1	3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
CHMP2A	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_PROGRAMMED_CELL_DEATH
CHMP2B	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_PROGRAMMED_CELL_DEATH
CHMP4B	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_PROGRAMMED_CELL_DEATH
CHMP6	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,REACTOME_PROGRAMMED_CELL_DEATH
CKAP4	3	HALLMARK_IL2_STAT5_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
CLCF1	3	HALLMARK_TNFA_SIGNALING_VIA_NFKB,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
CS	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_CITRATE_CYCLE_TCA_CYCLE
CTSG	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE
DAPP1	3	HALLMARK_MTORC1_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,REACTOME_ADAPTIVE_IMMUNE_SYSTEM
DAXX	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,PID_TGFBR_PATHWAY
DCTN6	3	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
DDOST	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
DDX5	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_METABOLISM_OF_RNA
DLL4	3	WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_SIGNALING_BY_NOTCH,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
DUSP16	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
DUSP3	3	HALLMARK_PI3K_AKT_MTOR_SIGNALING,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
E2F2	3	HALLMARK_HEME_METABOLISM,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_DNA_REPLICATION_PRE_INITIATION
E2F3	3	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_SIGNALING_BY_NOTCH,REACTOME_DNA_REPLICATION_PRE_INITIATION
EIF3D	3	HALLMARK_MYC_TARGETS_V1,HALLMARK_ALLOGRAFT_REJECTION,WP_VEGFAVEGFR2_SIGNALING_PATHWAY
EIF4A2	3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_METABOLISM_OF_RNA
ERO1A	3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_MTORC1_SIGNALING,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
ETFB	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_ADIPOGENESIS,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
ETFDH	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_FATTY_ACID_METABOLISM,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT
FBXO9	3	HALLMARK_HEME_METABOLISM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION
FCGR1A	3	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE
FCGR3B	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
FPR1	3	HALLMARK_INFLAMMATORY_RESPONSE,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
GLUD1	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,WP_AMINO_ACID_METABOLISM
GLUL	3	HALLMARK_FATTY_ACID_METABOLISM,KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,WP_AMINO_ACID_METABOLISM
GNG12	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_HEMOSTASIS,KEGG_CHEMOKINE_SIGNALING_PATHWAY
GRAP2	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
GSK3B	3	HALLMARK_PI3K_AKT_MTOR_SIGNALING,PID_NFAT_3PATHWAY,WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY
H1-0	3	HALLMARK_HEME_METABOLISM,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_PROGRAMMED_CELL_DEATH
H2AJ	3	REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_SIGNALING_BY_NOTCH,REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT
H2BC4	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
HADHB	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_FATTY_ACID_METABOLISM,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION
HBD	3	HALLMARK_HEME_METABOLISM,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_HEMOSTASIS
HDGF	3	HALLMARK_MYC_TARGETS_V1,HALLMARK_HEME_METABOLISM,WP_IL18_SIGNALING_PATHWAY
HEY1	3	HALLMARK_WNT_BETA_CATENIN_SIGNALING,REACTOME_SIGNALING_BY_NOTCH,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
HEY2	3	HALLMARK_WNT_BETA_CATENIN_SIGNALING,REACTOME_SIGNALING_BY_NOTCH,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
HGS	3	REACTOME_INFECTIOUS_DISEASE,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,WP_VEGFAVEGFR2_SIGNALING_PATHWAY
HIBADH	3	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,WP_AMINO_ACID_METABOLISM
HMGCL	3	HALLMARK_FATTY_ACID_METABOLISM,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,WP_AMINO_ACID_METABOLISM
HSPA1B	3	REACTOME_INNATE_IMMUNE_SYSTEM,WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
HSPA4	3	HALLMARK_MTORC1_SIGNALING,WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
HSPA6	3	REACTOME_INNATE_IMMUNE_SYSTEM,WP_PARKINUBIQUITIN_PROTEASOMAL_SYSTEM_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
HSPB8	3	HALLMARK_ESTROGEN_RESPONSE_EARLY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,WP_IL18_SIGNALING_PATHWAY
IL10RB	3	HALLMARK_IL6_JAK_STAT3_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
IL13RA1	3	HALLMARK_IL6_JAK_STAT3_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
IL1RL1	3	HALLMARK_IL2_STAT5_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS
IL6	3	HALLMARK_ALLOGRAFT_REJECTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY
IMPDH2	3	HALLMARK_MYC_TARGETS_V1,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE
INHBB	3	HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_ALLOGRAFT_REJECTION,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
IRF4	3	HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_IL2_STAT5_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM
ISG15	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE
ITGAX	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_HEMOSTASIS
KDR	3	WP_VEGFAVEGFR2_SIGNALING_PATHWAY,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
KEAP1	3	REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
KIF5B	3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_HEMOSTASIS
KLF10	3	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_TGF_BETA_SIGNALING
KLRK1	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY
KPNA1	3	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,REACTOME_PROGRAMMED_CELL_DEATH
LDHB	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_PROPANOATE_METABOLISM
LRRFIP1	3	REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS,WP_IL18_SIGNALING_PATHWAY
MAFF	3	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_IL2_STAT5_SIGNALING,REACTOME_HEMOSTASIS
MARK3	3	HALLMARK_HEME_METABOLISM,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
MCCC2	3	KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS
MDH1	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_FATTY_ACID_METABOLISM,KEGG_CITRATE_CYCLE_TCA_CYCLE
MEFV	3	HALLMARK_INFLAMMATORY_RESPONSE,REACTOME_INNATE_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE
MKRN1	3	HALLMARK_HEME_METABOLISM,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS
NCAM1	3	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY
NDUFB8	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA,KEGG_PARKINSONS_DISEASE
NFIL3	3	HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_MTORC1_SIGNALING,HALLMARK_IL2_STAT5_SIGNALING
NFKBIE	3	HALLMARK_TNFA_SIGNALING_VIA_NFKB,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,WP_IL18_SIGNALING_PATHWAY
NGF	3	HALLMARK_PI3K_AKT_MTOR_SIGNALING,WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY,PID_P75_NTR_PATHWAY
NHP2	3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_MYC_TARGETS_V1,REACTOME_METABOLISM_OF_RNA
NMT1	3	HALLMARK_MTORC1_SIGNALING,REACTOME_INFECTIOUS_DISEASE,REACTOME_PROGRAMMED_CELL_DEATH
NOP56	3	HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_MYC_TARGETS_V1,REACTOME_METABOLISM_OF_RNA
NRAS	3	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,PID_CD8_TCR_DOWNSTREAM_PATHWAY
NRG2	3	REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS
NUP50	3	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INFECTIOUS_DISEASE,REACTOME_METABOLISM_OF_RNA
ODC1	3	HALLMARK_MYC_TARGETS_V1,HALLMARK_IL2_STAT5_SIGNALING,REACTOME_METABOLISM_OF_POLYAMINES
OGDH	3	HALLMARK_OXIDATIVE_PHOSPHORYLATION,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,KEGG_CITRATE_CYCLE_TCA_CYCLE
P4HB	3	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,WP_VEGFAVEGFR2_SIGNALING_PATHWAY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI
PC	3	KEGG_CITRATE_CYCLE_TCA_CYCLE,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,WP_AMINO_ACID_METABOLISM
