pathway	n_measured_genes	enriched_class	perc_signif_padj_0.05	ES_median	pval_median	padj_median	n_leading_edge_genes	leading_edge_genes
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	292	Cases	100	0.397934172585553	3.4185087722778e-05	0.00193708917901923	118	ACTN2,AGO2,AREG,ARL2,ARRB2,ARTN,BCL2L1,BRAF,BRAP,BTC,CAMK2A,CAMK2B,CAMK2D,CDC42,CDC42EP2,CDC42EP3,CDC42EP5,CNKSR1,CSF2RB,CUL3,DAB2IP,DLG1,DLG2,DUSP1,DUSP10,DUSP16,DUSP4,DUSP8,EGF,FGF2,FGF6,FGF9,FLT3LG,GDNF,GRB2,HBEGF,HRAS,HSPB1,ICMT,IL2RB,IL2RG,IL3RA,IL6,IL6R,ITGA2B,JAK2,JAK3,KIT,KRAS,KSR2,LAT,MAP2K1,MAP2K2,MAPK1,MAPK3,MARK3,MYC,NCAM1,NRAS,NRG2,PDE6D,PDGFA,PIK3R2,PPP2CA,PPP2CB,PPP2R5A,PPP2R5B,PPP2R5D,PPP5C,PSMA1,PSMA2,PSMA3,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,PTPN11,RAC1,RAF1,RANBP9,RAPGEF2,RASA4,RASAL2,RASGEF1A,RASGRP4,RBX1,RGL2,SHC2,SPRED2,SPRED3,SPTBN2,TGFA,UBA52,WDR83,ZDHHC9
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	68	Cases	100	0.567251578525403	3.84349947120046e-05	0.00210203857878767	29	CSNK2B,MKRN1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RNF146,STUB1,UBA52,WWP2
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	121	Cases	100	0.488025318924704	4.23503086834232e-05	0.00225852334865803	48	AHCYL1,CHUK,CLEC4A,CLEC4E,CLEC7A,HRAS,IKBKG,IL1B,KRAS,LYN,MAP3K14,MAP3K7,MUC20,NFATC1,NFKB1,PRKCD,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RAF1,RELA,RELB,UBA52,UBE2D2,UBE2M,UBE2N
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	58	Cases	100	0.586857268385414	5.18521383784363e-05	0.00264833147867414	30	ITCH,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,UBA52
REACTOME_TCR_SIGNALING	116	Cases	100	0.490061551790742	5.2946703230715e-05	0.00268688381282159	58	CD101,CD247,CD3D,CD3E,CD3G,CDC34,CHUK,CUL1,ENAH,FYB1,GRAP2,IKBKB,IKBKG,ITK,LAT,LCK,MAP3K7,NCK1,NFKB1,PIK3R2,PSMA1,PSMA2,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,PTPRC,PTPRJ,RELA,RIPK2,UBA52,UBE2D2,UBE2N,WAS,ZAP70
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	221	Cases	100	0.418849130333495	5.53787789053353e-05	0.0027766990802124	64	ANAPC15,ANKLE2,CC2D1B,CDC26,CDC27,CENPN,CENPP,CHMP2A,CHMP2B,CHMP4B,CHMP6,CLIP1,DYNC1LI1,MAD1L1,MAPRE1,MIS12,NUDC,NUP188,NUP62,NUP85,NUP93,PPP2CA,PPP2CB,PPP2R5A,PPP2R5B,PPP2R5D,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RAN,RANBP2,RANGAP1,RCC1,SEC13,TUBA4A,TUBA8,TUBB1,TUBB2A,TUBB4A,TUBB4B,UBA52,UBE2S,VPS4A
REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI	650	Cases	100	0.336308969116049	5.60644886986067e-05	0.00282174476406774	157	ACTR1A,AKT1S1,ANAPC15,ARNT,ATF4,ATOX1,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E1,ATP6V0E2,ATP6V1E1,ATP6V1E2,ATP6V1G1,ATP7A,BACH1,BAG1,BAG3,BAG5,CAMK2A,CAMK2B,CAMK2D,CARM1,CASTOR2,CBX4,CCNE1,CDC26,CDC27,CEBPG,CHAC1,CRTC1,CRYAB,CSNK2B,CXCL8,DCTN6,DEDD2,DNAJA1,DNAJA2,DNAJB6,DYNC1LI1,E2F1,E2F2,E2F3,EIF2AK1,ELOB,ELOC,ERO1A,ETS2,FAU,FNIP2,GSR,H1-0,H1-4,H2AC19,H2AJ,H2AX,H2BC11,H2BC4,HBA1,HBA2,HBB,HIRA,HMGA1,HSPA14,HSPA1A,HSPA1B,HSPA4,HSPA5,HSPA6,HSPB1,HSPB8,KEAP1,MAFK,MAP2K3,MAPK1,MAPKAPK2,MEF2C,MLST8,NCF1,NCF4,NFE2L2,NFKB1,NLRP3,NPAS2,NUP153,NUP188,NUP62,NUP85,NUP88,NUP93,P4HB,PHC2,PRKCD,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RAE1,RANBP2,RBX1,RELA,RING1,RPA3,RPL18A,RPL36AL,RPLP0,RPLP1,RPS10,RPS15,RPS16,RPS19,RPS19BP1,RPS23,RPS26,RPS9,RXRA,SCMH1,SCO2,SEC13,SH3BP4,SMARCD3,SOD1,STIP1,TBL1XR1,TERF2IP,TINF2,TUBA4A,TUBA8,TUBB1,TUBB2A,TUBB4A,TUBB4B,TXNRD1,UBA52,UBE2D2,UBE2S,VCP
WP_PROTEASOME_DEGRADATION	60	Cases	100	0.578973330908032	6.05968711387951e-05	0.00297269309232606	35	H2AX,HLA-A,PSMA1,PSMA2,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RPN1,RPN2,UBE2D2,UCHL1,UCHL3
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	301	Cases	100	0.390066849681384	6.16332754295695e-05	0.00303434355819077	88	ANAPC13,ARIH2,ASB13,ASB2,ASB5,ASB6,BLMH,CCNF,CDC26,CDC27,ELOB,ELOC,FBXL15,FBXL5,FBXO10,FBXO2,FBXO21,FBXO9,FBXW4,FBXW5,FBXW7,ITCH,KBTBD6,KCTD6,KEAP1,KLHL41,LRRC41,MEX3C,MKRN1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBCK1,RBX1,RNF114,RNF115,RNF126,RNF138,RNF19A,RNF19B,RNF25,RNF34,RNF4,RNF6,SH3RF1,SIAH1,SIAH2,SMURF1,SPSB2,SPSB4,STUB1,THOP1,TRAF7,TRIM11,TRIM39,TRIM41,TRIM50,UBA52,UBE2A,UBE2D2,UBE2F,UBE2J2,UBE2M,UBE2N,UBE2S,ZNRF2
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS	86	Cases	100	0.521829181200098	8.64500381495567e-05	0.0039715245299409	38	ANP32A,DCP1A,EIF4G1,ELAVL1,EXOSC1,EXOSC4,EXOSC9,HSPA1A,HSPB1,MAPKAPK2,PRKCD,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,UBA52,YWHAZ
REACTOME_UCH_PROTEINASES	95	Cases	100	0.507228726589761	9.51502934459662e-05	0.00430144234294667	30	ADRM1,BARD1,H2AC19,MCRS1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,SMAD7,TFPT,UBA52
REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION	80	Cases	100	0.530068084857066	9.71658191082436e-05	0.00435878540425141	34	CHUK,IKBKG,LYN,MAP3K7,NFKB1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RASGRP4,RELA,UBA52,UBE2D2,UBE2N
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	4	Cases	100	0.974010902433848	0.0001061790104015	0.00471298711082052	3	ABCA3,CSF2RB,SFTPD
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	290	Cases	100	0.385549081640497	0.000135206112251268	0.00568783063630022	75	ADCY8,AKT1S1,BAD,CAMK2A,CAMK2B,CAMK2D,CBX4,CSNK2B,FGF6,FOXO4,GATAD2A,GRK2,GSK3A,HBEGF,HDAC5,IL1RAP,IL1RL1,IRAK1,KPNA2,LCK,MAPK1,MBD3,MKRN1,MLST8,MYD88,NRG2,PDE1C,PDGFA,PHC2,PHLPP2,PIP4K2A,PIP5K1A,PPP2CA,PPP2CB,PPP2R5A,PPP2R5B,PPP2R5D,PRKAR1B,PRKCD,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,PTPN11,RAC1,RAC2,RCOR1,RHOG,RICTOR,RING1,RNF146,SCMH1,STUB1,UBA52,USP7,WWP2
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS	63	Cases	100	0.558245117851125	0.000136655592104688	0.00573821214064429	27	FZD8,PARD6A,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,SMURF1,UBA52
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	175	Cases	100	0.431432971738664	0.000137780512370347	0.00577263783634122	53	ACVR1,ACVR1B,ACVRL1,BMPR1A,CCL2,CCL5,CCR10,CCR7,CLCF1,CNTF,CSF1,CSF2RB,CSF3R,CXCL1,CXCL2,CXCL5,CXCL8,CXCR1,CXCR2,FLT3LG,IFNAR2,IL10RB,IL12RB1,IL12RB2,IL13RA1,IL15RA,IL18,IL18RAP,IL1B,IL1R1,IL1RAP,IL22RA1,IL2RB,IL4R,IL7R,INHBB,INHBE,KDR,LTB,PDGFA,PF4,PPBP,RELT,TGFB2,TGFB3,TNFRSF10B,TNFRSF10C,TNFRSF12A,TNFRSF13C,TNFRSF1A,TNFRSF1B,TNFSF14,TNFSF9
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	107	Cases	100	0.486080638357876	0.000142239823625256	0.00589768576305896	49	AHCYL1,CD22,CHUK,DAPP1,GRB2,HRAS,IKBKG,KRAS,LYN,MAP3K7,NCK1,NFATC1,NFKB1,NFKBIB,NFKBIE,ORAI2,PIK3CD,PPP3CB,PRKCB,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,PTPN6,RELA,UBA52
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	153	Cases	100	0.444618977866561	0.00014555504570253	0.00600224351702653	58	ALB,ATOX1,ATP7A,BACH1,BLVRA,CARM1,CSNK2B,ERO1A,GSR,HBA1,HBA2,HBB,HDAC3,HM13,KEAP1,MAFK,NCF1,NCF4,NFE2L2,NLRP3,P4HB,PRDX1,PRKCD,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,RXRA,SCO2,SMARCD3,SOD1,TBL1XR1,TXNRD1,UBA52
REACTOME_PROGRAMMED_CELL_DEATH	200	Cases	100	0.416725882561454	0.000158558757849448	0.00643443331520493	54	AVEN,BAD,BCL2L1,CASP7,CHMP2A,CHMP2B,CHMP4B,CHMP6,DAPK3,E2F1,FADD,GZMB,H1-0,H1-4,IL18,IL1B,IRF1,KPNA1,MAPK1,NMT1,PRKCD,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,STUB1,TICAM1,TJP2,TNFRSF10B,TP53BP2,TP63,UBA52,YWHAH,YWHAQ,YWHAZ
REACTOME_STABILIZATION_OF_P53	56	Cases	100	0.570895156450375	0.000184678234236736	0.00725509640356139	29	PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,TP53,UBA52
WP_BONE_MORPHOGENIC_PROTEIN_BMP_SIGNALLING_AND_REGULATION	12	Cases	100	0.825901494240598	0.000207182400148389	0.00785778464073975	3	BMPR1A,SMAD1,SMURF1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	100	Cases	100	0.488545205712002	0.000210640939356979	0.00790186796035154	53	BID,BRAF,CASP3,CD244,CD247,CD48,FASLG,FCGR3A,FCGR3B,GRB2,GZMB,HLA-A,HRAS,IFNAR2,IFNGR1,ITGAL,ITGB2,KLRC1,KLRD1,KLRK1,KRAS,LAT,LCK,MAP2K1,MAP2K2,MAPK1,MAPK3,MICB,NFATC1,NRAS,PIK3CD,PIK3CG,PIK3R2,PIK3R5,PPP3CB,PPP3CC,PRF1,PRKCA,PRKCB,PTK2B,PTPN11,PTPN6,RAC1,RAC2,RAF1,SH2D1A,SH2D1B,SHC2,TNFRSF10A,TNFRSF10B,TNFRSF10C,VAV3,ZAP70
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	114	Cases	100	0.470837365539008	0.000233974351998351	0.00850034705884754	51	BAX,CBFB,CDK4,DLX5,DLX6,FBXW7,GSK3B,HDAC3,HES1,HEY1,HEY2,MAPK1,MAPK3,MSX2,PPARGC1B,PPM1D,PSMA1,PSMA2,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,SMAD1,SMURF1,SOX9,STUB1,UBA52
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	42	Cases	100	0.608866245188146	0.000253852790342921	0.00896448479884786	19	BRAP,DUSP1,DUSP16,DUSP4,DUSP8,HRAS,KRAS,MAP2K1,MAP2K2,MAPK1,MARK3,PPP2CA,PPP2CB,PPP2R5A,PPP2R5B,PPP2R5D,PPP5C,RAF1,UBA52
REACTOME_SIGNALING_BY_NOTCH	218	Cases	100	0.403161930911348	0.000256464939512562	0.00897104870665488	57	ADAM17,APH1A,CCNC,CDK8,DLL4,DNER,E2F1,E2F3,ELF3,FBXW7,FURIN,GZMB,H2AC19,H2AJ,H2AX,H2BC11,HDAC5,HES1,HES5,HEY1,HEY2,IKZF1,MYC,PSENEN,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,SEL1L,SNW1,ST3GAL6,TBL1XR1,TLE3,UBA52,WWP2,YBX1,YWHAZ
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	164	Cases	100	0.429648087822274	0.000268226944123	0.00921310091547705	59	DAG1,EIF4G1,ELOB,ELOC,ETF1,FAU,GSPT2,HOXA2,MAGOH,PSMA1,PSMA2,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBM8A,RBX1,RNPS1,RPL13,RPL18A,RPL19,RPL26L1,RPL28,RPL36AL,RPL41,RPLP0,RPLP1,RPS10,RPS15,RPS16,RPS19,RPS23,RPS26,RPS9,RPSA,UBA52
REACTOME_ASSEMBLY_OF_THE_PRE_REPLICATIVE_COMPLEX	66	Cases	100	0.539579067846911	0.000267146949858455	0.00931160641287502	27	E2F1,E2F2,E2F3,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,UBA52
SA_MMP_CYTOKINE_CONNECTION	15	Cases	100	0.780572696420956	0.000288944020772741	0.0097649153009398	8	CSF1,FCGR3A,IL1B,SELL,SPN,TGFB2,TNFRSF1A,TNFRSF1B
PID_NFAT_3PATHWAY	52	Cases	100	0.572910654228955	0.000297528061590353	0.00992809908344403	25	BAD,BCL2L1,CASP3,CSNK1A1,FKBP8,GSK3B,KPNA2,MAP3K8,MAPK3,MEF2D,NFATC1,NR4A1,PIM1,PPP3CB,PRKCA,PRKCB,PRKCD,PRKCZ,RAN,RCAN1,RCAN2,YWHAG,YWHAH,YWHAQ,YWHAZ
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	137	Cases	100	0.447022303727239	0.000296146533179436	0.00999809174919679	44	AXIN2,CAMK2A,CLTB,FZD8,GNB2,GNG5,KRAS,LEF1,MAP3K7,MYC,NFATC1,PARD6A,PLCB2,PRKCB,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RAC1,RAC2,RHOA,ROR2,SMURF1,TCF7,UBA52
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	139	Cases	100	0.444949782147354	0.000303689556355156	0.010059523686831	49	ADAM17,ALPL,BAD,CAMK2A,CASP3,CDC42,CDH2,CDK5,CDK5R1,CHUK,CRTC1,DOK5,EIF4E,GRB2,GRIP1,HRAS,IKBKG,JAK2,KCNA3,MAP2K1,MAP2K2,MAP2K5,MAPK1,MAPT,MEF2A,MEF2C,NCAM1,NCF1,NCK1,NFKB1,NGF,PIK3R2,PPP2CA,PRKCD,PTK2B,PTPN11,RAC1,RAF1,RANBP9,RELA,RHOG,RPS6KB1,SH2B2,SHC2,SIRPA,SORT1,SQSTM1,VAV3,YBX1
KEGG_CHEMOKINE_SIGNALING_PATHWAY	154	Cases	100	0.434001140361114	0.000307293901380418	0.0101642975930359	60	ADCY8,ARRB2,BCAR1,CCL2,CCL5,CCR1,CCR10,CCR7,CDC42,CHUK,CRKL,CXCL1,CXCL2,CXCL5,CXCL8,CXCR1,CXCR2,CXCR4,FGR,GNB2,GNB3,GNG12,GNG5,GRK2,GRK4,GRK6,GSK3A,HCK,HRAS,IKBKG,ITK,JAK2,JAK3,KRAS,LYN,MAP2K1,MAPK1,NCF1,NFKB1,NFKBIB,PARD3,PF4,PIK3R2,PIK3R5,PLCB2,PPBP,PREX1,PRKCB,PRKCD,PRKCZ,PTK2B,RAC1,RAC2,RAF1,RELA,RHOA,SHC2,TIAM2,VAV3,WAS
REACTOME_SIGNALING_BY_HEDGEHOG	143	Cases	100	0.441070162970571	0.000333331410250266	0.0105893568809134	40	ADAM17,ADCY8,ERLEC1,GRK2,IQCE,NOTUM,PRKAR1B,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,SEL1L,SMURF1,TUBA4A,TUBB1,TUBB2A,TUBB4A,TUBB4B,UBA52,VCP
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE	14	Cases	100	0.788915646177479	0.000337594048873127	0.0108744135491349	8	GJA1,GJB2,TUBA4A,TUBA8,TUBB1,TUBB2A,TUBB4A,TUBB4B
REACTOME_PTEN_REGULATION	137	Cases	100	0.444006948316585	0.000362632699374971	0.0112757817908841	40	CBX4,CSNK2B,GATAD2A,HDAC5,MAPK1,MBD3,MKRN1,MLST8,PHC2,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RCOR1,RING1,RNF146,SCMH1,STUB1,UBA52,USP7,WWP2
PID_TGFBR_PATHWAY	54	Cases	100	0.562804026157738	0.000375836248098346	0.0115300828410833	22	ARRB2,AXIN1,BAMBI,CAMK2A,CCN2,DAXX,EIF2A,GRB2,ITCH,MAP3K7,PARD6A,PPP1CA,PPP2CA,PPP2CB,RHOA,RPS6KB1,SKIL,SMAD7,SMURF1,STRAP,TGFB2,TGFB3
REACTOME_HEDGEHOG_ON_STATE	83	Cases	100	0.500969594378315	0.000415991249247854	0.0123391281676583	34	ARRB2,GRK2,IQCE,ITCH,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RBX1,SMURF1,UBA52
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	371	Cases	100	0.355669136723063	0.000417512003234735	0.0123989145865801	116	ADAM17,AGTRAP,AKT1S1,APH1A,ARRB2,AXIN1,BAD,BCL2L1,BIN2,BRAP,CAMK2A,CAMK2B,CAMK2D,CCNC,CDK8,CHUK,CNKSR1,CPSF6,CTBP1,DKK1,DLL4,DUSP16,DUSP8,ERLEC1,FBXW7,FGF6,FIP1L1,FLT3LG,FOXO4,FXR1,FZD8,GSK3A,HBEGF,HDAC3,HDAC5,HES1,HES5,HEY1,HEY2,HRAS,ITGA2B,JAK2,KDR,KRAS,KSR2,LCK,LRRFIP1,LYN,MAP2K1,MAP2K2,MAPK1,MAPKAP1,MARK3,MLST8,MYC,NR4A1,NRG2,PDGFA,PIK3R2,PIM1,POLR2B,POLR2C,POLR2L,PORCN,PPP2CA,PPP2CB,PPP2R5A,PPP2R5B,PPP2R5D,PSEN2,PSENEN,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD13,PSMD14,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,PTPN11,QKI,RAC1,RAC2,RAF1,RBX1,RHOG,RICTOR,RPS6KB2,SEL1L,SNW1,SPRED2,SPRED3,STRN,TBL1XR1,TENT4A,UBA52,VCP
REACTOME_ABC_TRANSPORTER_DISORDERS	70	Cases	100	0.521276417540467	0.000467444732267438	0.0134963032352285	29	ABCA3,ABCD1,ERLEC1,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,SEL1L,UBA52,VCP
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	34	Cases	100	0.628854993885249	0.000497550236801643	0.0139682428195452	16	CDC42,LCK,LYN,MPIG6B,PDPN,PIK3R2,PIK3R5,PIK3R6,PRKCZ,PTPN11,PTPN6,RAC1,RAC2,RHOA,RHOG,VAV3
REACTOME_PCP_CE_PATHWAY	89	Cases	100	0.489340466039439	0.000500461669648523	0.0140968634093307	33	CLTB,FZD8,PARD6A,PRKCB,PSMA1,PSMA5,PSMB1,PSMB2,PSMB3,PSMB4,PSMB6,PSMB7,PSMC1,PSMC3,PSMC4,PSMC5,PSMC6,PSMD11,PSMD13,PSMD14,PSMD3,PSMD4,PSMD6,PSMD7,PSMD8,PSMD9,PSME3,RAC1,RAC2,RHOA,ROR2,SMURF1,UBA52
